accession	organism	kingdom	length	tm_helix_start_leq_90
Q53H47	Homo sapiens	Metazoa	684	false
Q56A73	Homo sapiens	Metazoa	249	false
Q56NI9	Homo sapiens	Metazoa	601	false
Q5PRF9	Homo sapiens	Metazoa	694	false
Q5T2D3	Homo sapiens	Metazoa	398	false
Q5TAQ9	Homo sapiens	Metazoa	597	false
Q6ISB3	Homo sapiens	Metazoa	625	false
Q6PRD7	Homo sapiens	Metazoa	247	false
Q6UUV7	Homo sapiens	Metazoa	619	false
Q6W0C5	Homo sapiens	Metazoa	159	false
Q86T82	Homo sapiens	Metazoa	979	false
Q86UW9	Homo sapiens	Metazoa	622	false
Q86V97	Homo sapiens	Metazoa	674	false
Q86YL5	Homo sapiens	Metazoa	185	false
Q8IUR7	Homo sapiens	Metazoa	673	false
Q8IW41	Homo sapiens	Metazoa	473	false
Q8IWL8	Homo sapiens	Metazoa	128	false
Q8IY22	Homo sapiens	Metazoa	773	false
Q8IYX4	Homo sapiens	Metazoa	353	false
Q8N1G0	Homo sapiens	Metazoa	1237	false
Q8N684	Homo sapiens	Metazoa	471	false
Q8NA42	Homo sapiens	Metazoa	475	false
Q8NBA8	Homo sapiens	Metazoa	298	false
Q8TBE0	Homo sapiens	Metazoa	780	false
Q8TDG4	Homo sapiens	Metazoa	1101	false
Q8WXI3	Homo sapiens	Metazoa	467	false
Q8WY54	Homo sapiens	Metazoa	755	false
Q92466	Homo sapiens	Metazoa	427	false
Q92748	Homo sapiens	Metazoa	146	false
Q92913	Homo sapiens	Metazoa	245	false
Q92973	Homo sapiens	Metazoa	898	false
Q92985	Homo sapiens	Metazoa	503	false
Q969S8	Homo sapiens	Metazoa	669	false
Q96AP4	Homo sapiens	Metazoa	578	false
Q96BW1	Homo sapiens	Metazoa	309	false
Q96DU7	Homo sapiens	Metazoa	683	false
Q96EB1	Homo sapiens	Metazoa	424	false
Q96EV2	Homo sapiens	Metazoa	1170	false
Q96FX2	Homo sapiens	Metazoa	82	false
Q96GG9	Homo sapiens	Metazoa	259	false
Q96HR8	Homo sapiens	Metazoa	494	false
Q96IU4	Homo sapiens	Metazoa	210	false
Q96P70	Homo sapiens	Metazoa	1041	false
Q96PU4	Homo sapiens	Metazoa	802	false
Q96QC0	Homo sapiens	Metazoa	940	false
Q96RN5	Homo sapiens	Metazoa	788	false
Q96RS6	Homo sapiens	Metazoa	583	false
Q96S44	Homo sapiens	Metazoa	253	false
Q96SW2	Homo sapiens	Metazoa	442	false
Q99436	Homo sapiens	Metazoa	277	false
Q99502	Homo sapiens	Metazoa	592	false
Q99856	Homo sapiens	Metazoa	593	false
Q99878	Homo sapiens	Metazoa	128	false
Q99880	Homo sapiens	Metazoa	126	false
Q9BTL4	Homo sapiens	Metazoa	223	false
Q9BVW5	Homo sapiens	Metazoa	301	false
Q9BXJ9	Homo sapiens	Metazoa	866	false
Q9BZI7	Homo sapiens	Metazoa	483	false
Q9C0K7	Homo sapiens	Metazoa	418	false
Q9H1J1	Homo sapiens	Metazoa	476	false
Q9H422	Homo sapiens	Metazoa	1215	false
Q9H4B6	Homo sapiens	Metazoa	383	false
Q9H6Z4	Homo sapiens	Metazoa	567	false
Q9H7B4	Homo sapiens	Metazoa	428	false
Q9H8W5	Homo sapiens	Metazoa	580	false
Q9HB75	Homo sapiens	Metazoa	910	false
Q9NUW8	Homo sapiens	Metazoa	608	false
Q9NV88	Homo sapiens	Metazoa	658	false
Q9NVM9	Homo sapiens	Metazoa	706	false
Q9NWY4	Homo sapiens	Metazoa	346	false
Q9NXL9	Homo sapiens	Metazoa	1143	false
Q9NYF0	Homo sapiens	Metazoa	836	false
Q9NZN9	Homo sapiens	Metazoa	384	false
Q9P1Z0	Homo sapiens	Metazoa	1013	false
Q9P1Z2	Homo sapiens	Metazoa	691	false
Q9UBD5	Homo sapiens	Metazoa	711	false
Q9UBS0	Homo sapiens	Metazoa	482	false
Q9UBZ4	Homo sapiens	Metazoa	518	false
Q9UET6	Homo sapiens	Metazoa	329	false
Q9UFF9	Homo sapiens	Metazoa	292	false
Q9UHB7	Homo sapiens	Metazoa	1163	false
Q9UNS1	Homo sapiens	Metazoa	1208	false
Q9UNY4	Homo sapiens	Metazoa	1162	false
Q9UPE1	Homo sapiens	Metazoa	567	false
Q9UPW5	Homo sapiens	Metazoa	1226	false
Q9Y232	Homo sapiens	Metazoa	598	false
Q9Y2I8	Homo sapiens	Metazoa	494	false
Q9Y2T7	Homo sapiens	Metazoa	364	false
Q9Y314	Homo sapiens	Metazoa	301	false
Q9Y3F4	Homo sapiens	Metazoa	350	false
Q9Y3I0	Homo sapiens	Metazoa	505	false
Q9Y616	Homo sapiens	Metazoa	596	false
Q8IWA4	Homo sapiens	Metazoa	741	false
Q9NVT9	Homo sapiens	Metazoa	282	false
P29353	Homo sapiens	Metazoa	583	false
Q9BUK6	Homo sapiens	Metazoa	570	false
P52824	Homo sapiens	Metazoa	942	false
Q7L5Y9	Homo sapiens	Metazoa	396	false
P07195	Homo sapiens	Metazoa	334	false
O15105	Homo sapiens	Metazoa	426	false
O15350	Homo sapiens	Metazoa	636	false
O43255	Homo sapiens	Metazoa	324	false
O43396	Homo sapiens	Metazoa	289	false
O60285	Homo sapiens	Metazoa	661	false
O60516	Homo sapiens	Metazoa	100	false
O60674	Homo sapiens	Metazoa	1132	false
O75179	Homo sapiens	Metazoa	2603	false
O75582	Homo sapiens	Metazoa	802	false
O94916	Homo sapiens	Metazoa	1531	false
O94992	Homo sapiens	Metazoa	359	false
O95376	Homo sapiens	Metazoa	493	false
O95644	Homo sapiens	Metazoa	943	false
P00441	Homo sapiens	Metazoa	154	false
P02489	Homo sapiens	Metazoa	173	false
P05114	Homo sapiens	Metazoa	100	false
P09651	Homo sapiens	Metazoa	372	false
P0C0S5	Homo sapiens	Metazoa	128	false
P0C2W1	Homo sapiens	Metazoa	286	false
P0C5Y9	Homo sapiens	Metazoa	115	false
P11473	Homo sapiens	Metazoa	427	false
P14618	Homo sapiens	Metazoa	531	false
P16104	Homo sapiens	Metazoa	143	false
P18887	Homo sapiens	Metazoa	633	false
P19838	Homo sapiens	Metazoa	968	false
P20839	Homo sapiens	Metazoa	514	false
P23527	Homo sapiens	Metazoa	126	false
P26232	Homo sapiens	Metazoa	953	false
P28072	Homo sapiens	Metazoa	239	false
P28074	Homo sapiens	Metazoa	263	false
P28702	Homo sapiens	Metazoa	533	false
P29144	Homo sapiens	Metazoa	1249	false
P31350	Homo sapiens	Metazoa	389	false
P35869	Homo sapiens	Metazoa	848	false
P37231	Homo sapiens	Metazoa	505	false
P43354	Homo sapiens	Metazoa	598	false
P46527	Homo sapiens	Metazoa	198	false
P47974	Homo sapiens	Metazoa	494	false
P49427	Homo sapiens	Metazoa	236	false
P49588	Homo sapiens	Metazoa	968	false
P49591	Homo sapiens	Metazoa	514	false
P52630	Homo sapiens	Metazoa	851	false
P54577	Homo sapiens	Metazoa	528	false
P55039	Homo sapiens	Metazoa	364	false
P56524	Homo sapiens	Metazoa	1084	false
P60002	Homo sapiens	Metazoa	83	false
P60323	Homo sapiens	Metazoa	173	false
P61599	Homo sapiens	Metazoa	178	false
P62807	Homo sapiens	Metazoa	126	false
P62861	Homo sapiens	Metazoa	133	false
Q01469	Homo sapiens	Metazoa	135	false
Q01804	Homo sapiens	Metazoa	1114	false
Q03933	Homo sapiens	Metazoa	536	false
Q06330	Homo sapiens	Metazoa	500	false
Q06416	Homo sapiens	Metazoa	359	false
Q12778	Homo sapiens	Metazoa	655	false
Q13112	Homo sapiens	Metazoa	559	false
Q14587	Homo sapiens	Metazoa	947	false
Q14674	Homo sapiens	Metazoa	2120	false
Q14934	Homo sapiens	Metazoa	902	false
Q15649	Homo sapiens	Metazoa	155	false
Q16082	Homo sapiens	Metazoa	182	false
Q16526	Homo sapiens	Metazoa	586	false
Q16778	Homo sapiens	Metazoa	126	false
Q3YEC7	Homo sapiens	Metazoa	729	false
Q4AE62	Homo sapiens	Metazoa	458	false
Q52LJ0	Homo sapiens	Metazoa	433	false
Q59H18	Homo sapiens	Metazoa	835	false
Q5FWF4	Homo sapiens	Metazoa	1079	false
Q5FWF5	Homo sapiens	Metazoa	840	false
Q5HYK7	Homo sapiens	Metazoa	790	false
Q5VTB9	Homo sapiens	Metazoa	566	false
Q5VZV1	Homo sapiens	Metazoa	264	false
Q6I9Y2	Homo sapiens	Metazoa	204	false
Q6IQ49	Homo sapiens	Metazoa	451	false
Q6PCT2	Homo sapiens	Metazoa	694	false
Q6PI77	Homo sapiens	Metazoa	547	false
Q6PID8	Homo sapiens	Metazoa	442	false
Q6QN14	Homo sapiens	Metazoa	398	false
Q6U7Q0	Homo sapiens	Metazoa	402	false
Q7Z4G1	Homo sapiens	Metazoa	85	false
Q7Z7F0	Homo sapiens	Metazoa	614	false
Q86SG3	Homo sapiens	Metazoa	579	false
Q86T24	Homo sapiens	Metazoa	672	false
Q86V20	Homo sapiens	Metazoa	835	false
Q86WJ1	Homo sapiens	Metazoa	897	false
Q86XK2	Homo sapiens	Metazoa	927	false
Q8IUH3	Homo sapiens	Metazoa	476	false
Q8IWY9	Homo sapiens	Metazoa	1227	false
Q8IXQ5	Homo sapiens	Metazoa	586	false
Q8N108	Homo sapiens	Metazoa	512	false
Q8N140	Homo sapiens	Metazoa	333	false
Q8N196	Homo sapiens	Metazoa	739	false
Q8N257	Homo sapiens	Metazoa	126	false
Q8N371	Homo sapiens	Metazoa	416	false
Q8NI27	Homo sapiens	Metazoa	1593	false
Q8TBZ3	Homo sapiens	Metazoa	569	false
Q8TCB7	Homo sapiens	Metazoa	284	false
Q8TD19	Homo sapiens	Metazoa	979	false
Q8WV44	Homo sapiens	Metazoa	630	false
Q8WWM9	Homo sapiens	Metazoa	190	false
Q8WXU2	Homo sapiens	Metazoa	420	false
Q92540	Homo sapiens	Metazoa	1137	false
Q92750	Homo sapiens	Metazoa	862	false
Q93077	Homo sapiens	Metazoa	130	false
Q93079	Homo sapiens	Metazoa	126	false
Q969P5	Homo sapiens	Metazoa	355	false
Q969V6	Homo sapiens	Metazoa	931	false
Q96A09	Homo sapiens	Metazoa	425	false
Q96HW7	Homo sapiens	Metazoa	963	false
Q96IZ0	Homo sapiens	Metazoa	340	false
Q96LI5	Homo sapiens	Metazoa	555	false
Q96Q15	Homo sapiens	Metazoa	3661	false
Q96QV6	Homo sapiens	Metazoa	131	false
Q99877	Homo sapiens	Metazoa	126	false
Q99933	Homo sapiens	Metazoa	345	false
Q9BRA0	Homo sapiens	Metazoa	125	false
Q9BSD3	Homo sapiens	Metazoa	238	false
Q9BYB4	Homo sapiens	Metazoa	327	false
Q9C0C9	Homo sapiens	Metazoa	1292	false
Q9C0E2	Homo sapiens	Metazoa	1151	false
Q9GZQ3	Homo sapiens	Metazoa	224	false
Q9H0W9	Homo sapiens	Metazoa	315	false
Q9H4D5	Homo sapiens	Metazoa	531	false
Q9H503	Homo sapiens	Metazoa	90	false
Q9H6K1	Homo sapiens	Metazoa	298	false
Q9H7E2	Homo sapiens	Metazoa	651	false
Q9H832	Homo sapiens	Metazoa	354	false
Q9H910	Homo sapiens	Metazoa	190	false
Q9H9B1	Homo sapiens	Metazoa	1298	false
Q9H9F9	Homo sapiens	Metazoa	607	false
Q9H9P5	Homo sapiens	Metazoa	680	false
Q9H9T3	Homo sapiens	Metazoa	547	false
Q9HCN4	Homo sapiens	Metazoa	374	false
Q9HD15	Homo sapiens	Metazoa	224	false
Q9NPC3	Homo sapiens	Metazoa	277	false
Q9NPF4	Homo sapiens	Metazoa	335	false
Q9NR20	Homo sapiens	Metazoa	520	false
Q9NR83	Homo sapiens	Metazoa	387	false
Q9NX04	Homo sapiens	Metazoa	203	false
Q9NXR7	Homo sapiens	Metazoa	383	false
Q9P267	Homo sapiens	Metazoa	1494	false
Q9UBB5	Homo sapiens	Metazoa	411	false
Q9UBF6	Homo sapiens	Metazoa	113	false
Q9UBI1	Homo sapiens	Metazoa	195	false
Q9UBS8	Homo sapiens	Metazoa	474	false
Q9UGI0	Homo sapiens	Metazoa	708	false
Q9UGN5	Homo sapiens	Metazoa	583	false
Q9UI26	Homo sapiens	Metazoa	975	false
Q9UJY1	Homo sapiens	Metazoa	196	false
Q9UK61	Homo sapiens	Metazoa	1670	false
Q9UK76	Homo sapiens	Metazoa	154	false
Q9UMW8	Homo sapiens	Metazoa	372	false
Q9UQL6	Homo sapiens	Metazoa	1122	false
Q9Y261	Homo sapiens	Metazoa	457	false
Q9Y294	Homo sapiens	Metazoa	204	false
Q9Y2N7	Homo sapiens	Metazoa	669	false
Q9Y2V0	Homo sapiens	Metazoa	281	false
Q9Y2Z0	Homo sapiens	Metazoa	365	false
Q9Y3Z3	Homo sapiens	Metazoa	626	false
Q9Y586	Homo sapiens	Metazoa	359	false
Q9Y5U2	Homo sapiens	Metazoa	329	false
Q9Y6K5	Homo sapiens	Metazoa	1087	false
Q9Y6P5	Homo sapiens	Metazoa	492	false
Q7Z419	Homo sapiens	Metazoa	303	false
Q86VP1	Homo sapiens	Metazoa	789	false
Q86XF0	Homo sapiens	Metazoa	187	false
Q96IL0	Homo sapiens	Metazoa	206	false
A0AV96	Homo sapiens	Metazoa	593	false
A9YTQ3	Homo sapiens	Metazoa	701	false
O00499	Homo sapiens	Metazoa	593	false
O15304	Homo sapiens	Metazoa	175	false
O43623	Homo sapiens	Metazoa	268	false
O43765	Homo sapiens	Metazoa	313	false
O43918	Homo sapiens	Metazoa	545	false
O60869	Homo sapiens	Metazoa	148	false
O60870	Homo sapiens	Metazoa	393	false
O75530	Homo sapiens	Metazoa	441	false
O75626	Homo sapiens	Metazoa	825	false
O75943	Homo sapiens	Metazoa	681	false
O76054	Homo sapiens	Metazoa	403	false
O95071	Homo sapiens	Metazoa	2799	false
O95400	Homo sapiens	Metazoa	341	false
O95817	Homo sapiens	Metazoa	575	false
O95983	Homo sapiens	Metazoa	291	false
O95989	Homo sapiens	Metazoa	172	false
O95997	Homo sapiens	Metazoa	202	false
P04271	Homo sapiens	Metazoa	92	false
P08047	Homo sapiens	Metazoa	785	false
P10275	Homo sapiens	Metazoa	920	false
P10826	Homo sapiens	Metazoa	455	false
P14921	Homo sapiens	Metazoa	441	false
P18146	Homo sapiens	Metazoa	543	false
P20248	Homo sapiens	Metazoa	432	false
P25789	Homo sapiens	Metazoa	261	false
P28066	Homo sapiens	Metazoa	241	false
P29350	Homo sapiens	Metazoa	595	false
P30085	Homo sapiens	Metazoa	196	false
P40763	Homo sapiens	Metazoa	770	false
P41227	Homo sapiens	Metazoa	235	false
P41238	Homo sapiens	Metazoa	236	false
P42166	Homo sapiens	Metazoa	694	false
P42338	Homo sapiens	Metazoa	1070	false
P42771	Homo sapiens	Metazoa	156	false
P45983	Homo sapiens	Metazoa	427	false
P48634	Homo sapiens	Metazoa	2157	false
P49773	Homo sapiens	Metazoa	126	false
P51692	Homo sapiens	Metazoa	787	false
P52758	Homo sapiens	Metazoa	137	false
P55060	Homo sapiens	Metazoa	971	false
P55212	Homo sapiens	Metazoa	293	false
P57053	Homo sapiens	Metazoa	126	false
P57081	Homo sapiens	Metazoa	412	false
P61201	Homo sapiens	Metazoa	443	false
P61457	Homo sapiens	Metazoa	104	false
P61758	Homo sapiens	Metazoa	197	false
P62191	Homo sapiens	Metazoa	440	false
P78347	Homo sapiens	Metazoa	998	false
P98177	Homo sapiens	Metazoa	505	false
Q00597	Homo sapiens	Metazoa	558	false
Q02539	Homo sapiens	Metazoa	215	false
Q12968	Homo sapiens	Metazoa	1075	false
Q13490	Homo sapiens	Metazoa	618	false
Q14151	Homo sapiens	Metazoa	953	false
Q14166	Homo sapiens	Metazoa	644	false
Q15025	Homo sapiens	Metazoa	636	false
Q15059	Homo sapiens	Metazoa	726	false
Q15365	Homo sapiens	Metazoa	356	false
Q15475	Homo sapiens	Metazoa	284	false
Q15477	Homo sapiens	Metazoa	1246	false
Q15911	Homo sapiens	Metazoa	3703	false
Q16666	Homo sapiens	Metazoa	785	false
Q53F19	Homo sapiens	Metazoa	620	false
Q5H9I0	Homo sapiens	Metazoa	405	false
Q5JPI9	Homo sapiens	Metazoa	236	false
Q5SSJ5	Homo sapiens	Metazoa	553	false
Q5T1V6	Homo sapiens	Metazoa	619	false
Q5TGY3	Homo sapiens	Metazoa	1603	false
Q5VY09	Homo sapiens	Metazoa	327	false
Q6GQQ9	Homo sapiens	Metazoa	843	false
Q6NXT2	Homo sapiens	Metazoa	135	false
Q6P1R4	Homo sapiens	Metazoa	473	false
Q6UUV9	Homo sapiens	Metazoa	634	false
Q6ZSB9	Homo sapiens	Metazoa	765	false
Q7LG56	Homo sapiens	Metazoa	351	false
Q7Z5J4	Homo sapiens	Metazoa	1906	false
Q7Z7C8	Homo sapiens	Metazoa	310	false
Q86VP6	Homo sapiens	Metazoa	1230	false
Q86WP2	Homo sapiens	Metazoa	473	false
Q86X51	Homo sapiens	Metazoa	503	false
Q86XA0	Homo sapiens	Metazoa	190	false
Q86Y01	Homo sapiens	Metazoa	620	false
Q8IV63	Homo sapiens	Metazoa	474	false
Q8IXW5	Homo sapiens	Metazoa	612	false
Q8N3J3	Homo sapiens	Metazoa	647	false
Q8N543	Homo sapiens	Metazoa	542	false
Q8N9R8	Homo sapiens	Metazoa	606	false
Q8NAP3	Homo sapiens	Metazoa	1195	false
Q8NEJ0	Homo sapiens	Metazoa	188	false
Q8NF99	Homo sapiens	Metazoa	534	false
Q8TEX9	Homo sapiens	Metazoa	1081	false
Q92551	Homo sapiens	Metazoa	441	false
Q92688	Homo sapiens	Metazoa	251	false
Q92785	Homo sapiens	Metazoa	391	false
Q92879	Homo sapiens	Metazoa	486	false
Q92889	Homo sapiens	Metazoa	916	false
Q969Q6	Homo sapiens	Metazoa	453	false
Q969T9	Homo sapiens	Metazoa	261	false
Q96BT7	Homo sapiens	Metazoa	664	false
Q96BY6	Homo sapiens	Metazoa	2186	false
Q96DE0	Homo sapiens	Metazoa	195	false
Q96E09	Homo sapiens	Metazoa	287	false
Q96EL1	Homo sapiens	Metazoa	287	false
Q96EP5	Homo sapiens	Metazoa	407	false
Q96F44	Homo sapiens	Metazoa	468	false
Q96I76	Homo sapiens	Metazoa	525	false
Q96JZ2	Homo sapiens	Metazoa	352	false
Q96KK5	Homo sapiens	Metazoa	128	false
Q96Q83	Homo sapiens	Metazoa	286	false
Q96QU8	Homo sapiens	Metazoa	1125	false
Q96T60	Homo sapiens	Metazoa	521	false
Q99627	Homo sapiens	Metazoa	209	false
Q99708	Homo sapiens	Metazoa	897	false
Q99741	Homo sapiens	Metazoa	560	false
Q99879	Homo sapiens	Metazoa	126	false
Q9BRR0	Homo sapiens	Metazoa	538	false
Q9BSU3	Homo sapiens	Metazoa	229	false
Q9BUQ8	Homo sapiens	Metazoa	820	false
Q9BV68	Homo sapiens	Metazoa	311	false
Q9BZC1	Homo sapiens	Metazoa	486	false
Q9BZM3	Homo sapiens	Metazoa	304	false
Q9GZR7	Homo sapiens	Metazoa	859	false
Q9H008	Homo sapiens	Metazoa	270	false
Q9H171	Homo sapiens	Metazoa	429	false
Q9H3M7	Homo sapiens	Metazoa	391	false
Q9H467	Homo sapiens	Metazoa	287	false
Q9H596	Homo sapiens	Metazoa	190	false
Q9H6Z9	Homo sapiens	Metazoa	239	false
Q9H7D7	Homo sapiens	Metazoa	661	false
Q9H8E8	Homo sapiens	Metazoa	782	false
Q9H8N7	Homo sapiens	Metazoa	513	false
Q9H9Q2	Homo sapiens	Metazoa	264	false
Q9HAZ2	Homo sapiens	Metazoa	1276	false
Q9HBY8	Homo sapiens	Metazoa	367	false
Q9HCI7	Homo sapiens	Metazoa	577	false
Q9HDD0	Homo sapiens	Metazoa	168	false
Q9NP77	Homo sapiens	Metazoa	194	false
Q9NPI1	Homo sapiens	Metazoa	651	false
Q9NQ94	Homo sapiens	Metazoa	594	false
Q9NQU5	Homo sapiens	Metazoa	681	false
Q9NQZ3	Homo sapiens	Metazoa	744	false
Q9NW64	Homo sapiens	Metazoa	420	false
Q9NYL2	Homo sapiens	Metazoa	800	false
Q9P0U3	Homo sapiens	Metazoa	644	false
Q9UBF1	Homo sapiens	Metazoa	373	false
Q9UBQ5	Homo sapiens	Metazoa	218	false
Q9UBX2	Homo sapiens	Metazoa	424	false
Q9UJV9	Homo sapiens	Metazoa	622	false
Q9UKD1	Homo sapiens	Metazoa	530	false
Q9UKT9	Homo sapiens	Metazoa	509	false
Q9UL03	Homo sapiens	Metazoa	887	false
Q9UM11	Homo sapiens	Metazoa	496	false
Q9UMX1	Homo sapiens	Metazoa	484	false
Q9Y2U5	Homo sapiens	Metazoa	619	false
Q9Y473	Homo sapiens	Metazoa	711	false
Q9Y5B9	Homo sapiens	Metazoa	1047	false
Q9Y5K5	Homo sapiens	Metazoa	329	false
Q9Y6B2	Homo sapiens	Metazoa	187	false
Q9Y6G5	Homo sapiens	Metazoa	202	false
Q9Y6W6	Homo sapiens	Metazoa	482	false
O00299	Homo sapiens	Metazoa	241	true
Q02297	Homo sapiens	Metazoa	640	false
Q8WWV3	Homo sapiens	Metazoa	396	false
Q96RR1	Homo sapiens	Metazoa	684	false
Q8N6L0	Homo sapiens	Metazoa	562	false
Q99675	Homo sapiens	Metazoa	332	false
Q9BY12	Homo sapiens	Metazoa	1400	false
Q9GZX5	Homo sapiens	Metazoa	532	false
Q9UPN6	Homo sapiens	Metazoa	1271	false
P55957	Homo sapiens	Metazoa	195	false
P17612	Homo sapiens	Metazoa	351	false
A6NGQ2	Homo sapiens	Metazoa	149	false
A8K830	Homo sapiens	Metazoa	251	false
O00148	Homo sapiens	Metazoa	427	false
O00167	Homo sapiens	Metazoa	538	false
O00625	Homo sapiens	Metazoa	290	false
O15360	Homo sapiens	Metazoa	1455	false
O15523	Homo sapiens	Metazoa	660	false
O15534	Homo sapiens	Metazoa	1290	false
O43299	Homo sapiens	Metazoa	807	false
O43592	Homo sapiens	Metazoa	962	false
O60341	Homo sapiens	Metazoa	852	false
O75496	Homo sapiens	Metazoa	209	false
O75689	Homo sapiens	Metazoa	374	false
O94829	Homo sapiens	Metazoa	963	false
O95696	Homo sapiens	Metazoa	1058	false
O95704	Homo sapiens	Metazoa	486	false
P04553	Homo sapiens	Metazoa	51	false
P04908	Homo sapiens	Metazoa	130	false
P06746	Homo sapiens	Metazoa	335	false
P07992	Homo sapiens	Metazoa	297	false
P08151	Homo sapiens	Metazoa	1106	false
P0DME0	Homo sapiens	Metazoa	292	false
P0DPK2	Homo sapiens	Metazoa	136	false
P10412	Homo sapiens	Metazoa	219	false
P11474	Homo sapiens	Metazoa	423	false
P16402	Homo sapiens	Metazoa	221	false
P20290	Homo sapiens	Metazoa	206	false
P25786	Homo sapiens	Metazoa	263	false
P28070	Homo sapiens	Metazoa	264	false
P28715	Homo sapiens	Metazoa	1186	false
P30793	Homo sapiens	Metazoa	250	false
P35557	Homo sapiens	Metazoa	465	false
P35568	Homo sapiens	Metazoa	1242	false
P38936	Homo sapiens	Metazoa	164	false
P40205	Homo sapiens	Metazoa	109	false
P42226	Homo sapiens	Metazoa	847	false
P42229	Homo sapiens	Metazoa	794	false
P43355	Homo sapiens	Metazoa	309	false
P43364	Homo sapiens	Metazoa	429	false
P43490	Homo sapiens	Metazoa	491	false
P43686	Homo sapiens	Metazoa	418	false
P45984	Homo sapiens	Metazoa	424	false
P46736	Homo sapiens	Metazoa	316	false
P47929	Homo sapiens	Metazoa	136	false
P48443	Homo sapiens	Metazoa	463	false
P49721	Homo sapiens	Metazoa	201	false
P51812	Homo sapiens	Metazoa	740	false
P51843	Homo sapiens	Metazoa	470	false
P52294	Homo sapiens	Metazoa	538	false
P52701	Homo sapiens	Metazoa	1360	false
P54253	Homo sapiens	Metazoa	815	false
P54727	Homo sapiens	Metazoa	409	false
P60900	Homo sapiens	Metazoa	246	false
P61962	Homo sapiens	Metazoa	342	false
P62750	Homo sapiens	Metazoa	156	false
P68431	Homo sapiens	Metazoa	136	false
P84022	Homo sapiens	Metazoa	425	false
P86452	Homo sapiens	Metazoa	979	false
P98170	Homo sapiens	Metazoa	497	false
Q00403	Homo sapiens	Metazoa	316	false
Q00653	Homo sapiens	Metazoa	900	false
Q01860	Homo sapiens	Metazoa	360	false
Q06124	Homo sapiens	Metazoa	593	false
Q09019	Homo sapiens	Metazoa	674	false
Q09FC8	Homo sapiens	Metazoa	603	false
Q12774	Homo sapiens	Metazoa	1597	false
Q13098	Homo sapiens	Metazoa	491	false
Q13107	Homo sapiens	Metazoa	963	false
Q13131	Homo sapiens	Metazoa	559	false
Q13568	Homo sapiens	Metazoa	498	false
Q13761	Homo sapiens	Metazoa	415	false
Q13765	Homo sapiens	Metazoa	215	false
Q14192	Homo sapiens	Metazoa	279	false
Q14657	Homo sapiens	Metazoa	143	false
Q14765	Homo sapiens	Metazoa	748	false
Q14781	Homo sapiens	Metazoa	532	false
Q15257	Homo sapiens	Metazoa	358	false
Q15349	Homo sapiens	Metazoa	733	false
Q15631	Homo sapiens	Metazoa	228	false
Q15678	Homo sapiens	Metazoa	1187	false
Q16531	Homo sapiens	Metazoa	1140	false
Q16539	Homo sapiens	Metazoa	360	false
Q16566	Homo sapiens	Metazoa	473	false
Q16644	Homo sapiens	Metazoa	382	false
Q16695	Homo sapiens	Metazoa	136	false
Q16881	Homo sapiens	Metazoa	649	false
Q2VWA4	Homo sapiens	Metazoa	1015	false
Q3KP66	Homo sapiens	Metazoa	663	false
Q3L8U1	Homo sapiens	Metazoa	2897	false
Q49A26	Homo sapiens	Metazoa	553	false
Q49AN0	Homo sapiens	Metazoa	593	false
Q56P03	Homo sapiens	Metazoa	285	false
Q5T7W0	Homo sapiens	Metazoa	954	false
Q5TA31	Homo sapiens	Metazoa	235	false
Q5U5Q3	Homo sapiens	Metazoa	659	false
Q5VZF2	Homo sapiens	Metazoa	373	false
Q6IA86	Homo sapiens	Metazoa	826	false
Q6N021	Homo sapiens	Metazoa	2002	false
Q6P9B9	Homo sapiens	Metazoa	1019	false
Q6PH85	Homo sapiens	Metazoa	259	false
Q6ZNA4	Homo sapiens	Metazoa	994	false
Q70CQ1	Homo sapiens	Metazoa	688	false
Q75QN2	Homo sapiens	Metazoa	995	false
Q7L9L4	Homo sapiens	Metazoa	216	false
Q7Z5L9	Homo sapiens	Metazoa	587	false
Q7Z7L1	Homo sapiens	Metazoa	901	false
Q86Y26	Homo sapiens	Metazoa	1132	false
Q8IUE6	Homo sapiens	Metazoa	130	false
Q8IYT2	Homo sapiens	Metazoa	770	false
Q8N2I9	Homo sapiens	Metazoa	435	false
Q8N693	Homo sapiens	Metazoa	406	false
Q8NDQ6	Homo sapiens	Metazoa	660	false
Q8NE35	Homo sapiens	Metazoa	698	false
Q8NFU7	Homo sapiens	Metazoa	2136	false
Q8NFZ0	Homo sapiens	Metazoa	1043	false
Q8NI51	Homo sapiens	Metazoa	663	false
Q8TD31	Homo sapiens	Metazoa	782	false
Q8TDC3	Homo sapiens	Metazoa	778	false
Q8TEV9	Homo sapiens	Metazoa	937	false
Q8WVJ9	Homo sapiens	Metazoa	160	false
Q8WY91	Homo sapiens	Metazoa	577	false
Q8WYH8	Homo sapiens	Metazoa	240	false
Q92522	Homo sapiens	Metazoa	213	false
Q92769	Homo sapiens	Metazoa	488	false
Q92772	Homo sapiens	Metazoa	493	false
Q92793	Homo sapiens	Metazoa	2442	false
Q92804	Homo sapiens	Metazoa	592	false
Q92922	Homo sapiens	Metazoa	1105	false
Q969S3	Homo sapiens	Metazoa	477	false
Q969T4	Homo sapiens	Metazoa	207	false
Q96C86	Homo sapiens	Metazoa	337	false
Q96D46	Homo sapiens	Metazoa	503	false
Q96F07	Homo sapiens	Metazoa	1278	false
Q96JH7	Homo sapiens	Metazoa	1222	false
